index,degree_topic,degree_level,related_skill,is_degree_related_to_skill,cluster_ignore,weight_y_ignore,source_ignore,tfidf,ans1,ans12,textrank
10,Education Child Studies,Master,Scientific Literature,0.0,5.0,2.0,Education and Child Studies: Pre-master programme (Pre-master 2022-2023) - Prospectus - Universiteit Leiden,0.0521396428603952, No, Yes,0.07433256778037314
11,Education Child Studies,Master,Empirical Research,1.0,5.0,2.0,Education and Child Studies: Parenting and child development (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0635777047253334, Yes, Yes,0.08469453036482867
12,Education Child Studies,Master,Child Care,1.0,5.0,2.0,Education and Child Studies: Parenting and child development (Master 2022-2023) - Prospectus - Universiteit Leiden,0.134637435432839, No, Yes,0.07433256778037314
13,Education Child Studies,Master,Clinical Works,1.0,5.0,2.0,Education and Child Studies: Orthopedagogiek (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0773918510093202, No. A Master of Education in Child Studies degree does not typically teach clinical work., Yes,0.06653401690534215
14,Education Child Studies,Master,Microsoft Windows,0.0,5.0,1.0,Education and Child Studies: Pre-master programme (Pre-master 2022-2023) - Prospectus - Universiteit Leiden,0.1094993895228948, No, No,0.06856685943206242
15,Education Child Studies,Master,Social Research,1.0,5.0,1.0,Education and Child Studies: Pre-master programme (Pre-master 2022-2023) - Prospectus - Universiteit Leiden,0.1037803585904257, Yes, Yes,0.08469453036482867
16,Education Child Studies,Master,Human Development (Economics),0.0,5.0,1.0,Education and Child Studies: Parenting and child development (Master 2022-2023) - Prospectus - Universiteit Leiden,0.1013376177481748, No, Yes,
17,Education Child Studies,Master,Mediation,0.0,5.0,1.0,Education and Child Studies: Parenting and child development (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0901806853594777, No, Maybe,0.046702168129112216
18,Education Child Studies,Master,Behaviour Therapy,1.0,5.0,1.0,Education and Child Studies: Parenting and child development (Master 2022-2023) - Prospectus - Universiteit Leiden,0.134637435432839, No, Yes,0.07433256778037314
19,Education Child Studies,Master,Health Care,0.0,5.0,1.0,Education and Child Studies: Parenting and child development (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0887157506352775, No, Yes,0.07433256778037314
20,Education Child Studies,Master,Health Psychology,1.0,5.0,1.0,Education and Child Studies: Parenting and child development (Master 2022-2023) - Prospectus - Universiteit Leiden,0.1272643221997711, No, Yes,0.07968216270453085
21,Education Child Studies,Master,Psychopathology,1.0,5.0,1.0,Education and Child Studies: Parenting and child development (Master 2022-2023) - Prospectus - Universiteit Leiden,0.134637435432839, No, Yes,0.046702168129112216
22,Education Child Studies,Master,Digital Media,0.0,5.0,1.0,Education and Child Studies: Parenting and child development (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0756236064697407, No, Maybe,0.07433256778037314
23,Education Child Studies,Master,Computer Gaming,0.0,5.0,1.0,Education and Child Studies: Parenting and child development (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0933885391466171, No, Maybe,0.07433256778037314
24,Education Child Studies,Master,Television,0.0,5.0,1.0,Education and Child Studies: Parenting and child development (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0783239311914689, No. A Master's degree in Education and Child Studies does not typically teach Television., Maybe,0.046702168129112216
25,Education Child Studies,Master,Time and Activity Management,0.0,5.0,1.0,Education and Child Studies: Parenting and child development (Master 2022-2023) - Prospectus - Universiteit Leiden,0.134637435432839, No, Yes,
26,Education Child Studies,Master,Toilet Training,0.0,5.0,1.0,Education and Child Studies: Parenting and child development (Master 2022-2023) - Prospectus - Universiteit Leiden,0.1450292548766475, No, Maybe,0.08469453036482867
27,Education Child Studies,Master,Biology,1.0,5.0,1.0,Education and Child Studies: Parenting and child development (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0460811449747258, No, Yes,0.046702168129112216
28,Education Child Studies,Master,Clinical Study Design,1.0,5.0,1.0,Education and Child Studies: Parenting and child development (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0860154259135493, No, Maybe,0.08728545583123147
29,Education Child Studies,Master,Microsoft PowerPoint,0.0,5.0,1.0,Education and Child Studies: Parenting and child development (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0670000315655116, No, Maybe,0.06856685943206242
30,Education Child Studies,Master,Data Collection,1.0,5.0,1.0,Education and Child Studies: Parenting and child development (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0495420412432134, No, Maybe,0.07433256778037314
31,Education Child Studies,Master,Project Planning,0.0,5.0,1.0,Education and Child Studies: Parenting and child development (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0695651085840713, No, Maybe,0.06856685943206242
32,Education Child Studies,Master,Team Management,0.0,5.0,1.0,Education and Child Studies: Parenting and child development (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0773918510093202, No, Maybe,0.09326078289485792
33,Education Child Studies,Master,Project Scoping,0.0,5.0,1.0,Education and Child Studies: Parenting and child development (Master 2022-2023) - Prospectus - Universiteit Leiden,0.084764964242388, No, Maybe,0.06856685943206242
34,Education Child Studies,Master,Knowledge of Learning Disabilities,1.0,5.0,1.0,Education and Child Studies: Orthopedagogiek (Master 2022-2023) - Prospectus - Universiteit Leiden,0.134637435432839, Yes, Yes,
35,Education Child Studies,Master,Etiology,1.0,5.0,1.0,Education and Child Studies: Orthopedagogiek (Master 2022-2023) - Prospectus - Universiteit Leiden,0.134637435432839, No, Maybe,0.046702168129112216
36,Education Child Studies,Master,Pathology,1.0,5.0,1.0,Education and Child Studies: Orthopedagogiek (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0887157506352775, No, Maybe,0.046702168129112216
37,Education Child Studies,Master,Neuroscience,1.0,5.0,1.0,Education and Child Studies: Orthopedagogiek (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0933885391466171, No, Yes,0.046702168129112216
38,Education Child Studies,Master,Neurology,1.0,5.0,1.0,Education and Child Studies: Orthopedagogiek (Master 2022-2023) - Prospectus - Universiteit Leiden,0.097056125085908, No, Maybe,0.046702168129112216
39,Education Child Studies,Master,Neuropsychology,1.0,5.0,1.0,Education and Child Studies: Orthopedagogiek (Master 2022-2023) - Prospectus - Universiteit Leiden,0.134637435432839, No, Yes,0.046702168129112216
40,Education Child Studies,Master,Behavioural Problems,1.0,5.0,1.0,Education and Child Studies: Orthopedagogiek (Master 2022-2023) - Prospectus - Universiteit Leiden,0.134637435432839, No, Maybe,0.06856685943206242
41,Education Child Studies,Master,Peer Review,1.0,5.0,1.0,Education and Child Studies: Orthopedagogiek (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0682504932366729, Yes, Maybe,0.07433256778037314
42,Education Child Studies,Master,Attention Deficit Hyperactivity Disorder,1.0,5.0,1.0,Education and Child Studies: Leerproblemen (Master 2022-2023) - Prospectus - Universiteit Leiden,0.1450292548766475, No, Yes,0.10228646194712276
43,Education Child Studies,Master,Early Childhood Education,1.0,5.0,1.0,Education and Child Studies: Leerproblemen (Master 2022-2023) - Prospectus - Universiteit Leiden,0.134637435432839, Yes, Yes,0.03942079705538289
44,Education Child Studies,Master,Knowledge of Mathematics,0.0,5.0,1.0,Education and Child Studies: Leerproblemen (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0498527042017431, Yes, Maybe,
45,Education Child Studies,Master,Measurement and Metrology,0.0,5.0,1.0,Education and Child Studies: Leerproblemen (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0625314623042038, No, No,
46,Education Child Studies,Master,Scientific Reasoning,1.0,5.0,1.0,Education and Child Studies: Leerproblemen (Master 2022-2023) - Prospectus - Universiteit Leiden,0.1168725027559625, Yes, Yes,0.06856685943206242
47,Education Child Studies,Master,Cognitive Development,1.0,5.0,1.0,Education and Child Studies: Learning problems and impairments (International track) (Master 2022-2023) - Prospectus - Universiteit Leiden,0.1272643221997711, Yes, Yes,0.08469453036482867
48,Education Child Studies,Master,Educational Psychology,1.0,5.0,1.0,Education and Child Studies: Learning problems and impairments (International track) (Master 2022-2023) - Prospectus - Universiteit Leiden,0.1272643221997711, Yes, Yes,0.07968216270453085
49,Education Child Studies,Master,Performance Management,0.0,5.0,1.0,Education and Child Studies: Learning problems and impairments (International track) (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0802963949810802, No, Maybe,0.07433256778037314
0,Bio Pharmaceutical Sciences,Master,Scientific Literature,1.0,168.0,11.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0484297835586956, Yes, Yes,0.07855540648898529
1,Bio Pharmaceutical Sciences,Master,Drug Discovery,1.0,168.0,8.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0776262902348414, Yes, Yes,0.07855540648898529
2,Bio Pharmaceutical Sciences,Master,Scientific Studies,1.0,168.0,7.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.045731904782163, Yes, Yes,0.07855540648898529
3,Bio Pharmaceutical Sciences,Master,Pharmaceutical Development,1.0,168.0,7.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0901503515001365, Yes, Yes,0.07246204290052326
4,Bio Pharmaceutical Sciences,Master,Execution of Experiments,1.0,168.0,7.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0440894750371037, Yes, Yes,
5,Bio Pharmaceutical Sciences,Master,Clinical Works,1.0,168.0,5.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0718852371816915, No, Yes,0.07855540648898529
6,Bio Pharmaceutical Sciences,Master,Biology,1.0,168.0,4.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.042802362172642, Yes, Yes,0.04935514848135369
7,Bio Pharmaceutical Sciences,Master,Data Analysis,1.0,168.0,3.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0438264249677308, No, Yes.,0.07855540648898529
8,Bio Pharmaceutical Sciences,Master,Knowledge of Immunization,1.0,168.0,3.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0963961398361606, Yes, Yes,
9,Bio Pharmaceutical Sciences,Master,Oncology,1.0,168.0,3.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0787337359139768, No, Yes,
10,Bio Pharmaceutical Sciences,Master,Pharmaceuticals,1.0,168.0,3.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0852073325822834, Yes, Yes,
11,Bio Pharmaceutical Sciences,Master,Academic Writing,1.0,168.0,2.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0490732224320548, No, Yes,0.07855540648898529
12,Bio Pharmaceutical Sciences,Master,Entrepreneurship,0.0,168.0,2.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0514729578353129, No, Maybe,0.04935514848135369
13,Bio Pharmaceutical Sciences,Master,Risk Analysis,0.0,168.0,2.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0580822003923172, No, Maybe,0.07855540648898529
14,Bio Pharmaceutical Sciences,Master,Safety Principles,1.0,168.0,2.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0628064815777527, Yes, Yes,0.07855540648898529
15,Bio Pharmaceutical Sciences,Master,Applied Research,1.0,168.0,2.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0837641156236572, Yes, Yes,0.09925607688186891
16,Bio Pharmaceutical Sciences,Master,Research Experiences,1.0,168.0,2.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0687064170163764, Yes, Yes,0.12800752922804925
17,Bio Pharmaceutical Sciences,Master,Spelling and Grammar,0.0,168.0,2.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0633943087043468, No, No,
18,Bio Pharmaceutical Sciences,Master,Databases,0.0,168.0,2.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0463055660118458, No, Maybe,0.04935514848135369
19,Bio Pharmaceutical Sciences,Master,Machine Learning,0.0,168.0,2.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0494015833491333, No, Maybe,0.07855540648898529
20,Bio Pharmaceutical Sciences,Master,Immunology,1.0,168.0,2.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0963961398361606, Yes, Yes,0.04935514848135369
21,Bio Pharmaceutical Sciences,Master,Biomedical Engineering,0.0,168.0,2.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0652502447151381, No, Maybe,0.07855540648898529
22,Bio Pharmaceutical Sciences,Master,Mass Spectrometry,0.0,168.0,2.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0920558313145687, Yes, Yes,0.07855540648898529
23,Bio Pharmaceutical Sciences,Master,Pharmaceutical Sciences,1.0,168.0,2.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.1182091637140972, Yes, Yes,0.07246204290052326
24,Bio Pharmaceutical Sciences,Master,Protein,0.0,168.0,2.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0837641156236572, Yes, Yes,0.04935514848135369
25,Bio Pharmaceutical Sciences,Master,Artificial Intelligence,0.0,168.0,2.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.044896528225002, No, Maybe,0.07855540648898529
26,Bio Pharmaceutical Sciences,Master,Computer Simulation,0.0,168.0,2.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0580822003923172, No, Maybe,0.07855540648898529
27,Bio Pharmaceutical Sciences,Master,Innovation,0.0,168.0,2.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0404197964701334, Yes, Maybe,0.04935514848135369
28,Bio Pharmaceutical Sciences,Master,Pharmacology,1.0,168.0,2.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0702428074366322, Yes, Yes,0.04935514848135369
29,Bio Pharmaceutical Sciences,Master,Simulations,0.0,168.0,2.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0468933931384399, No, Maybe,0.04935514848135369
30,Bio Pharmaceutical Sciences,Master,Project Management,0.0,168.0,1.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.051836412056293, No, Maybe,0.07855540648898529
31,Bio Pharmaceutical Sciences,Master,Biosafety,1.0,168.0,1.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.1182091637140972, Yes, Yes,0.04935514848135369
32,Bio Pharmaceutical Sciences,Master,Laboratory Techniques,1.0,168.0,1.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0710498606245305, Yes, Yes,0.09785675128535129
33,Bio Pharmaceutical Sciences,Master,Manufacturing Laboratory,0.0,168.0,1.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0920558313145687, No, Yes,0.07855540648898529
34,Bio Pharmaceutical Sciences,Master,Health Research,1.0,168.0,1.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.1085567468804756, No, Yes,0.09925607688186891
35,Bio Pharmaceutical Sciences,Master,Modelling Skills,0.0,168.0,1.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0633943087043468, Yes, Maybe,0.07855540648898529
36,Bio Pharmaceutical Sciences,Master,Knowledge of Cardiovascular Disease,1.0,168.0,1.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.1085567468804756, Yes, Yes,
37,Bio Pharmaceutical Sciences,Master,Metabolism,1.0,168.0,1.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0798952242702537, Yes, Yes,0.04935514848135369
38,Bio Pharmaceutical Sciences,Master,Pathology,1.0,168.0,1.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0824034144809471, No, Yes,0.04935514848135369
39,Bio Pharmaceutical Sciences,Master,Lesion,0.0,168.0,1.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.1182091637140972, No, No.,0.04935514848135369
40,Bio Pharmaceutical Sciences,Master,Primary Research,0.0,168.0,1.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0867437230025391, Yes, Yes,0.09925607688186891
41,Bio Pharmaceutical Sciences,Master,Risk Factors,0.0,168.0,1.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0963961398361606, Yes, Maybe,0.07246204290052326
42,Bio Pharmaceutical Sciences,Master,Chromatography,1.0,168.0,1.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.1017082481481903, Yes, Yes,0.04935514848135369
43,Bio Pharmaceutical Sciences,Master,Bioanalysis,1.0,168.0,1.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0989043300468541, Yes, Yes,0.04935514848135369
44,Bio Pharmaceutical Sciences,Master,Data Processing,1.0,168.0,1.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0537418918707252, No, Maybe,0.07246204290052326
45,Bio Pharmaceutical Sciences,Master,Instrumentation,1.0,168.0,1.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0611253746689344, No, Yes,0.04935514848135369
46,Bio Pharmaceutical Sciences,Master,Electrophoresis,1.0,168.0,1.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.1085567468804756, Yes, Yes,0.04935514848135369
47,Bio Pharmaceutical Sciences,Master,Microsoft Software,0.0,168.0,1.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.1182091637140972, No, Maybe,0.07855540648898529
48,Bio Pharmaceutical Sciences,Master,Infectious Diseases,1.0,168.0,1.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0787337359139768, No, Yes,0.07855540648898529
49,Bio Pharmaceutical Sciences,Master,Multidisciplinary Approach,1.0,168.0,1.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0487493291492312, Yes, Yes,0.07855540648898529
0,International Studies,Bachelor,International Studies,1.0,28.0,178.0,International Studies (Bachelor 2022-2023) - Prospectus - Universiteit Leiden,0.0845695521217681, Yes, Yes,0.10816710006749095
1,International Studies,Bachelor,Economy,1.0,28.0,54.0,International Studies (Bachelor 2022-2023) - Prospectus - Universiteit Leiden,0.0269484836643518, Yes, Yes,0.0514365040083636
2,International Studies,Bachelor,Language Development,0.0,28.0,53.0,International Studies (Bachelor 2022-2023) - Prospectus - Universiteit Leiden,0.0708491797388456, No, Maybe,0.08486629433522032
3,International Studies,Bachelor,Fundamental Science,0.0,28.0,37.0,International Studies (Bachelor 2022-2023) - Prospectus - Universiteit Leiden,0.0471414676541698, No, No,0.08186897228357021
4,International Studies,Bachelor,Multidisciplinary Approach,1.0,28.0,36.0,International Studies (Bachelor 2022-2023) - Prospectus - Universiteit Leiden,0.040534656799715, Yes, Yes,0.08186897228357021
5,International Studies,Bachelor,Knowledge of Vocabularies,0.0,28.0,34.0,International Studies (Bachelor 2022-2023) - Prospectus - Universiteit Leiden,0.0597719695630299, No, Maybe,
6,International Studies,Bachelor,Spelling and Grammar,0.0,28.0,31.0,International Studies (Bachelor 2022-2023) - Prospectus - Universiteit Leiden,0.0527118340135437, No, No.,
7,International Studies,Bachelor,Multimedia,0.0,28.0,30.0,International Studies (Bachelor 2022-2023) - Prospectus - Universiteit Leiden,0.057757251033927, No, Maybe,0.0514365040083636
8,International Studies,Bachelor,Social Sciences,1.0,28.0,29.0,International Studies (Bachelor 2022-2023) - Prospectus - Universiteit Leiden,0.0382627543166413, Yes, Yes,0.08186897228357021
9,International Studies,Bachelor,Illustration,0.0,28.0,29.0,International Studies (Bachelor 2022-2023) - Prospectus - Universiteit Leiden,0.0938729511623112, No, No,0.0514365040083636
10,International Studies,Bachelor,Data Collection,0.0,28.0,27.0,International Studies (Bachelor 2022-2023) - Prospectus - Universiteit Leiden,0.0382627543166413, No, Maybe,0.07551827619801357
11,International Studies,Bachelor,International Relations,1.0,28.0,26.0,International Studies (Bachelor 2022-2023) - Prospectus - Universiteit Leiden,0.0559287846043, Yes, Yes,0.07551827619801357
12,International Studies,Bachelor,Multimethodology,1.0,28.0,26.0,International Studies (Bachelor 2022-2023) - Prospectus - Universiteit Leiden,0.0801525787793887," No. A Bachelor of International Studies degree typically focuses on the study of international relations, politics, economics, and culture. It does not typically teach multimethodology.", Yes,0.0514365040083636
13,International Studies,Bachelor,Quantitative Research,0.0,28.0,26.0,International Studies (Bachelor 2022-2023) - Prospectus - Universiteit Leiden,0.0532129826342207, No, Maybe,0.09328218366046666
14,International Studies,Bachelor,Linguistics,0.0,28.0,22.0,International Studies (Bachelor 2022-2023) - Prospectus - Universiteit Leiden,0.0571288073559231," It depends on the program. Some Bachelor of International Studies programs may include courses in linguistics, while others may not.", Maybe,0.0514365040083636
15,International Studies,Bachelor,Cultural Studies,1.0,28.0,12.0,International Studies (Bachelor 2022-2023) - Prospectus - Universiteit Leiden,0.0590773609882249, Yes, Yes,0.10816710006749095
16,International Studies,Bachelor,Knowledge of Laws,1.0,28.0,12.0,International Studies (Bachelor 2022-2023) - Prospectus - Universiteit Leiden,0.0419194390133497," No. A Bachelor of International Studies degree typically focuses on international relations, economics, and culture, rather than law.", Maybe,
17,International Studies,Bachelor,Intercultural Communication,1.0,28.0,9.0,International Studies (Bachelor 2022-2023) - Prospectus - Universiteit Leiden,0.082238117824811, Yes, Yes,0.08186897228357021
18,International Studies,Bachelor,Climate Change,0.0,28.0,8.0,International Studies (Bachelor 2022-2023) - Prospectus - Universiteit Leiden,0.0450186160374804, No, Yes,0.08186897228357021
19,International Studies,Bachelor,Governance,0.0,28.0,8.0,International Studies (Bachelor 2022-2023) - Prospectus - Universiteit Leiden,0.040534656799715, No, Yes,0.0514365040083636
20,International Studies,Bachelor,Economic Growth,0.0,28.0,7.0,International Studies (Bachelor 2022-2023) - Prospectus - Universiteit Leiden,0.0636657147362121, No, Yes,0.07213356187306436
21,International Studies,Bachelor,Knowledge of Politics,1.0,28.0,7.0,International Studies (Bachelor 2022-2023) - Prospectus - Universiteit Leiden,0.0604918421019486, Yes, Yes,
22,International Studies,Bachelor,Economic Development,1.0,28.0,7.0,International Studies (Bachelor 2022-2023) - Prospectus - Universiteit Leiden,0.0620152330540868," No. A Bachelor of International Studies degree typically focuses on international relations, global studies, and foreign languages. It does not typically include courses in economic development.", Yes,0.08486629433522032
23,International Studies,Bachelor,Knowledge of Sociology,1.0,28.0,6.0,International Studies (Bachelor 2022-2023) - Prospectus - Universiteit Leiden,0.0527118340135437, Yes, Yes,
24,International Studies,Bachelor,Case Studies,0.0,28.0,5.0,International Studies (Bachelor 2022-2023) - Prospectus - Universiteit Leiden,0.0410770006760434, Yes, Yes,0.10816710006749095
25,International Studies,Bachelor,Islam,0.0,28.0,5.0,International Studies (Bachelor 2022-2023) - Prospectus - Universiteit Leiden,0.0620152330540868, No, Maybe,0.0514365040083636
26,International Studies,Bachelor,Qualitative Research,0.0,28.0,5.0,International Studies (Bachelor 2022-2023) - Prospectus - Universiteit Leiden,0.0597719695630299, No, Yes,0.09328218366046666
27,International Studies,Bachelor,Nuclear Power,0.0,28.0,5.0,International Studies (Bachelor 2022-2023) - Prospectus - Universiteit Leiden,0.0482948606711642, No, Maybe,0.08186897228357021
28,International Studies,Bachelor,Knowledge of Finance,1.0,28.0,4.0,International Studies (Bachelor 2022-2023) - Prospectus - Universiteit Leiden,0.0375599238047727, No, Maybe,
29,International Studies,Bachelor,Geography,0.0,28.0,4.0,International Studies (Bachelor 2022-2023) - Prospectus - Universiteit Leiden,0.0486947593872142, Yes, Yes,0.0514365040083636
30,International Studies,Bachelor,Interviewing,0.0,28.0,4.0,International Studies (Bachelor 2022-2023) - Prospectus - Universiteit Leiden,0.0765436487818283, No, Maybe,
31,International Studies,Bachelor,Visual Perception,0.0,28.0,4.0,International Studies (Bachelor 2022-2023) - Prospectus - Universiteit Leiden,0.0801525787793887, No, Maybe,0.08186897228357021
32,International Studies,Bachelor,Cisco Nexus Switches,0.0,28.0,4.0,International Studies (Bachelor 2022-2023) - Prospectus - Universiteit Leiden,0.0708491797388456, No, No,0.10021481729295319
33,International Studies,Bachelor,Mentoring,0.0,28.0,4.0,International Studies (Bachelor 2022-2023) - Prospectus - Universiteit Leiden,0.0437201628831502, No. A Bachelor of International Studies degree does not typically teach mentoring., Maybe,0.0514365040083636
34,International Studies,Bachelor,Sustainability,0.0,28.0,3.0,International Studies (Bachelor 2022-2023) - Prospectus - Universiteit Leiden,0.0427993311237907," It depends on the specific program. Some Bachelor of International Studies programs may include courses related to sustainability, while others may not.", Yes,0.0514365040083636
35,International Studies,Bachelor,Immigration,0.0,28.0,3.0,International Studies (Bachelor 2022-2023) - Prospectus - Universiteit Leiden,0.0721266754394489, No, Maybe,0.0514365040083636
36,International Studies,Bachelor,Surveys,0.0,28.0,3.0,International Studies (Bachelor 2022-2023) - Prospectus - Universiteit Leiden,0.0597719695630299, No, No,0.0514365040083636
