,index,degree_topic,degree_level,related_skill,is_degree_related_to_skill,cluster_ignore,weight_y_ignore,source_ignore,tfidf,ans1,ans12,textrank,ans1clean,ans12clean,weight_new,weight_new0,weight_new1,weight_new2,weight_new3,weight_new4
207,38,Ecology,Master,Ecosystems,1.0,101.0,1.0,Master&#39;s Programme in Ecology,0.0921029157946706, Yes, Yes.,0.0523791239374932,yes,yes,4.0,2.0,1.0,1.0,2.0,1.0
208,39,Ecology,Master,Molecular Biology,1.0,101.0,1.0,Master&#39;s Programme in Ecology,0.0710479113418322, No, Maybe,0.0769018752988613,no,maybe,0.5,1.0,0.5,0.5,1.0,0.5
209,40,Ecology,Master,Computer Simulation,0.0,101.0,1.0,Master&#39;s Programme in Ecology,0.0638643406197668, No, Maybe,0.0833686656093287,no,maybe,0.5,1.0,0.5,0.5,1.0,0.5
210,41,Ecology,Master,Environmental Monitoring,1.0,101.0,1.0,Master&#39;s Programme in Ecology,0.1118334043769283, Yes, Yes,0.0833686656093287,yes,yes,4.0,2.0,2.0,2.0,2.0,2.0
211,42,Ecology,Master,Euclidean Geometry,0.0,101.0,1.0,Master&#39;s Programme in Ecology,0.0660469108326026, No, No,0.0833686656093287,no,no,1.0,1.0,0.5,0.5,1.0,0.5
212,43,Ecology,Master,Genomics,1.0,101.0,1.0,Master&#39;s Programme in Ecology,0.0799934310820502, No, Maybe,0.0523791239374932,no,maybe,0.5,1.0,0.5,0.5,1.0,0.5
213,44,Ecology,Master,Simulations,0.0,101.0,1.0,Master&#39;s Programme in Ecology,0.0515616765890657, No, Maybe,0.0523791239374932,no,maybe,0.5,1.0,0.5,0.5,1.0,0.5
214,45,Ecology,Master,Landscape Ecology,1.0,101.0,1.0,Master&#39;s Programme in Ecology,0.1481206002862102, Yes, Yes,0.0833686656093287,yes,yes,4.0,2.0,2.0,2.0,2.0,2.0
215,46,Ecology,Master,Execution of Experiments,1.0,101.0,1.0,Master&#39;s Programme in Ecology,0.0484786256804546, Yes, Yes,,yes,yes,4.0,2.0,1.0,1.0,2.0,1.0
216,47,Ecology,Master,Field Research,1.0,101.0,1.0,Master&#39;s Programme in Ecology,0.0578148344465217, Yes, Yes,0.0893687327116063,yes,yes,4.0,2.0,1.0,1.0,2.0,1.0
217,48,Ecology,Master,Knowledge of Statistics,1.0,101.0,1.0,Master&#39;s Programme in Ecology,0.0420623789540218, Yes, Yes.,,yes,yes,4.0,2.0,1.0,1.0,2.0,1.0
218,49,Ecology,Master,Geology,1.0,101.0,1.0,Master&#39;s Programme in Ecology,0.0878488724983476, No, Maybe,0.0523791239374932,no,maybe,0.5,1.0,0.5,0.5,1.0,0.5
219,0,Education Child Studies,Master,Child Development,1.0,5.0,29.0,Education and Child Studies: Pre-master programme (Pre-master 2022-2023) - Prospectus - Universiteit Leiden,0.1168725027559625, Yes, Yes,0.0846945303648286,yes,yes,116.0,58.0,58.0,58.0,58.0,58.0
220,1,Education Child Studies,Master,SPSS (Software),0.0,5.0,4.0,Education and Child Studies: Pre-master programme (Pre-master 2022-2023) - Prospectus - Universiteit Leiden,0.1013376177481748, Yes, Maybe,,yes,maybe,8.0,8.0,8.0,8.0,8.0,8.0
221,2,Education Child Studies,Master,Psychology,1.0,5.0,4.0,Education and Child Studies: Pre-master programme (Pre-master 2022-2023) - Prospectus - Universiteit Leiden,0.0562045914922656, Yes, Yes,0.0467021681291122,yes,yes,16.0,8.0,4.0,2.0,4.0,2.0
222,3,Education Child Studies,Master,Psychological Testing,1.0,5.0,4.0,Education and Child Studies: Pre-master programme (Pre-master 2022-2023) - Prospectus - Universiteit Leiden,0.1450292548766475, No, Maybe,0.0743325677803731,no,maybe,2.0,1.0,1.0,1.0,1.0,1.0
223,4,Education Child Studies,Master,Scientific Studies,1.0,5.0,3.0,Education and Child Studies: Parenting and child development (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0492350988886352, No, Yes,0.0685668594320624,no,yes,6.0,1.0,0.5,0.5,1.0,0.5
224,5,Education Child Studies,Master,Behavioural Science,1.0,5.0,2.0,Education and Child Studies: Pre-master programme (Pre-master 2022-2023) - Prospectus - Universiteit Leiden,0.1094993895228948, Yes, Yes,0.0685668594320624,yes,yes,8.0,4.0,4.0,4.0,4.0,4.0
225,6,Education Child Studies,Master,Knowledge of Statistics,1.0,5.0,2.0,Education and Child Studies: Pre-master programme (Pre-master 2022-2023) - Prospectus - Universiteit Leiden,0.0411845176582699, Yes, Yes,,yes,yes,8.0,4.0,2.0,2.0,4.0,2.0
226,7,Education Child Studies,Master,Cognition Processing,1.0,5.0,2.0,Education and Child Studies: Pre-master programme (Pre-master 2022-2023) - Prospectus - Universiteit Leiden,0.0783239311914689, No, Yes,0.0743325677803731,no,yes,4.0,1.0,0.5,0.5,1.0,0.5
227,8,Education Child Studies,Master,Cognitive Neuroscience,1.0,5.0,2.0,Education and Child Studies: Pre-master programme (Pre-master 2022-2023) - Prospectus - Universiteit Leiden,0.1013376177481748, No, Yes,0.0743325677803731,no,yes,4.0,1.0,1.0,1.0,1.0,1.0
228,9,Education Child Studies,Master,Continuous Training,1.0,5.0,2.0,Education and Child Studies: Pre-master programme (Pre-master 2022-2023) - Prospectus - Universiteit Leiden,0.0901806853594777, No, Maybe,0.0846945303648286,no,maybe,1.0,1.0,0.5,0.5,1.0,0.5
229,10,Education Child Studies,Master,Scientific Literature,0.0,5.0,2.0,Education and Child Studies: Pre-master programme (Pre-master 2022-2023) - Prospectus - Universiteit Leiden,0.0521396428603952, No, Yes,0.0743325677803731,no,yes,4.0,1.0,0.5,0.5,1.0,0.5
230,11,Education Child Studies,Master,Empirical Research,1.0,5.0,2.0,Education and Child Studies: Parenting and child development (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0635777047253334, Yes, Yes,0.0846945303648286,yes,yes,8.0,4.0,2.0,2.0,4.0,2.0
231,12,Education Child Studies,Master,Child Care,1.0,5.0,2.0,Education and Child Studies: Parenting and child development (Master 2022-2023) - Prospectus - Universiteit Leiden,0.134637435432839, No, Yes,0.0743325677803731,no,yes,4.0,1.0,1.0,1.0,1.0,1.0
232,13,Education Child Studies,Master,Clinical Works,1.0,5.0,2.0,Education and Child Studies: Orthopedagogiek (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0773918510093202, No. A Master of Education in Child Studies degree does not typically teach clinical work., Yes,0.0665340169053421,no,yes,4.0,1.0,0.5,0.5,1.0,0.5
233,14,Education Child Studies,Master,Microsoft Windows,0.0,5.0,1.0,Education and Child Studies: Pre-master programme (Pre-master 2022-2023) - Prospectus - Universiteit Leiden,0.1094993895228948, No, No,0.0685668594320624,no,no,1.0,1.0,1.0,1.0,1.0,1.0
234,15,Education Child Studies,Master,Social Research,1.0,5.0,1.0,Education and Child Studies: Pre-master programme (Pre-master 2022-2023) - Prospectus - Universiteit Leiden,0.1037803585904257, Yes, Yes,0.0846945303648286,yes,yes,4.0,2.0,2.0,2.0,2.0,2.0
235,16,Education Child Studies,Master,Human Development (Economics),0.0,5.0,1.0,Education and Child Studies: Parenting and child development (Master 2022-2023) - Prospectus - Universiteit Leiden,0.1013376177481748, No, Yes,,no,yes,2.0,1.0,1.0,1.0,1.0,1.0
236,17,Education Child Studies,Master,Mediation,0.0,5.0,1.0,Education and Child Studies: Parenting and child development (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0901806853594777, No, Maybe,0.0467021681291122,no,maybe,0.5,1.0,0.5,0.25,0.5,0.25
237,18,Education Child Studies,Master,Behaviour Therapy,1.0,5.0,1.0,Education and Child Studies: Parenting and child development (Master 2022-2023) - Prospectus - Universiteit Leiden,0.134637435432839, No, Yes,0.0743325677803731,no,yes,2.0,1.0,1.0,1.0,1.0,1.0
238,19,Education Child Studies,Master,Health Care,0.0,5.0,1.0,Education and Child Studies: Parenting and child development (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0887157506352775, No, Yes,0.0743325677803731,no,yes,2.0,1.0,0.5,0.5,1.0,0.5
239,20,Education Child Studies,Master,Health Psychology,1.0,5.0,1.0,Education and Child Studies: Parenting and child development (Master 2022-2023) - Prospectus - Universiteit Leiden,0.1272643221997711, No, Yes,0.0796821627045308,no,yes,2.0,1.0,1.0,1.0,1.0,1.0
240,21,Education Child Studies,Master,Psychopathology,1.0,5.0,1.0,Education and Child Studies: Parenting and child development (Master 2022-2023) - Prospectus - Universiteit Leiden,0.134637435432839, No, Yes,0.0467021681291122,no,yes,2.0,1.0,1.0,0.5,0.5,0.5
241,22,Education Child Studies,Master,Digital Media,0.0,5.0,1.0,Education and Child Studies: Parenting and child development (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0756236064697407, No, Maybe,0.0743325677803731,no,maybe,0.5,1.0,0.5,0.5,1.0,0.5
242,23,Education Child Studies,Master,Computer Gaming,0.0,5.0,1.0,Education and Child Studies: Parenting and child development (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0933885391466171, No, Maybe,0.0743325677803731,no,maybe,0.5,1.0,0.5,0.5,1.0,0.5
243,24,Education Child Studies,Master,Television,0.0,5.0,1.0,Education and Child Studies: Parenting and child development (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0783239311914689, No. A Master's degree in Education and Child Studies does not typically teach Television., Maybe,0.0467021681291122,no,maybe,0.5,1.0,0.5,0.25,0.5,0.25
244,25,Education Child Studies,Master,Time and Activity Management,0.0,5.0,1.0,Education and Child Studies: Parenting and child development (Master 2022-2023) - Prospectus - Universiteit Leiden,0.134637435432839, No, Yes,,no,yes,2.0,1.0,1.0,1.0,1.0,1.0
245,26,Education Child Studies,Master,Toilet Training,0.0,5.0,1.0,Education and Child Studies: Parenting and child development (Master 2022-2023) - Prospectus - Universiteit Leiden,0.1450292548766475, No, Maybe,0.0846945303648286,no,maybe,0.5,1.0,1.0,1.0,1.0,1.0
246,27,Education Child Studies,Master,Biology,1.0,5.0,1.0,Education and Child Studies: Parenting and child development (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0460811449747258, No, Yes,0.0467021681291122,no,yes,2.0,1.0,0.5,0.25,0.5,0.25
247,28,Education Child Studies,Master,Clinical Study Design,1.0,5.0,1.0,Education and Child Studies: Parenting and child development (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0860154259135493, No, Maybe,0.0872854558312314,no,maybe,0.5,1.0,0.5,0.5,1.0,0.5
248,29,Education Child Studies,Master,Microsoft PowerPoint,0.0,5.0,1.0,Education and Child Studies: Parenting and child development (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0670000315655116, No, Maybe,0.0685668594320624,no,maybe,0.5,1.0,0.5,0.5,1.0,0.5
249,30,Education Child Studies,Master,Data Collection,1.0,5.0,1.0,Education and Child Studies: Parenting and child development (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0495420412432134, No, Maybe,0.0743325677803731,no,maybe,0.5,1.0,0.5,0.5,1.0,0.5
250,31,Education Child Studies,Master,Project Planning,0.0,5.0,1.0,Education and Child Studies: Parenting and child development (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0695651085840713, No, Maybe,0.0685668594320624,no,maybe,0.5,1.0,0.5,0.5,1.0,0.5
251,32,Education Child Studies,Master,Team Management,0.0,5.0,1.0,Education and Child Studies: Parenting and child development (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0773918510093202, No, Maybe,0.0932607828948579,no,maybe,0.5,1.0,0.5,0.5,1.0,0.5
252,33,Education Child Studies,Master,Project Scoping,0.0,5.0,1.0,Education and Child Studies: Parenting and child development (Master 2022-2023) - Prospectus - Universiteit Leiden,0.084764964242388, No, Maybe,0.0685668594320624,no,maybe,0.5,1.0,0.5,0.5,1.0,0.5
253,34,Education Child Studies,Master,Knowledge of Learning Disabilities,1.0,5.0,1.0,Education and Child Studies: Orthopedagogiek (Master 2022-2023) - Prospectus - Universiteit Leiden,0.134637435432839, Yes, Yes,,yes,yes,4.0,2.0,2.0,2.0,2.0,2.0
254,35,Education Child Studies,Master,Etiology,1.0,5.0,1.0,Education and Child Studies: Orthopedagogiek (Master 2022-2023) - Prospectus - Universiteit Leiden,0.134637435432839, No, Maybe,0.0467021681291122,no,maybe,0.5,1.0,1.0,0.5,0.5,0.5
255,36,Education Child Studies,Master,Pathology,1.0,5.0,1.0,Education and Child Studies: Orthopedagogiek (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0887157506352775, No, Maybe,0.0467021681291122,no,maybe,0.5,1.0,0.5,0.25,0.5,0.25
256,37,Education Child Studies,Master,Neuroscience,1.0,5.0,1.0,Education and Child Studies: Orthopedagogiek (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0933885391466171, No, Yes,0.0467021681291122,no,yes,2.0,1.0,0.5,0.25,0.5,0.25
257,38,Education Child Studies,Master,Neurology,1.0,5.0,1.0,Education and Child Studies: Orthopedagogiek (Master 2022-2023) - Prospectus - Universiteit Leiden,0.097056125085908, No, Maybe,0.0467021681291122,no,maybe,0.5,1.0,0.5,0.25,0.5,0.25
258,39,Education Child Studies,Master,Neuropsychology,1.0,5.0,1.0,Education and Child Studies: Orthopedagogiek (Master 2022-2023) - Prospectus - Universiteit Leiden,0.134637435432839, No, Yes,0.0467021681291122,no,yes,2.0,1.0,1.0,0.5,0.5,0.5
259,40,Education Child Studies,Master,Behavioural Problems,1.0,5.0,1.0,Education and Child Studies: Orthopedagogiek (Master 2022-2023) - Prospectus - Universiteit Leiden,0.134637435432839, No, Maybe,0.0685668594320624,no,maybe,0.5,1.0,1.0,1.0,1.0,1.0
260,41,Education Child Studies,Master,Peer Review,1.0,5.0,1.0,Education and Child Studies: Orthopedagogiek (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0682504932366729, Yes, Maybe,0.0743325677803731,yes,maybe,2.0,2.0,1.0,1.0,2.0,1.0
261,42,Education Child Studies,Master,Attention Deficit Hyperactivity Disorder,1.0,5.0,1.0,Education and Child Studies: Leerproblemen (Master 2022-2023) - Prospectus - Universiteit Leiden,0.1450292548766475, No, Yes,0.1022864619471227,no,yes,2.0,1.0,1.0,2.0,2.0,2.0
262,43,Education Child Studies,Master,Early Childhood Education,1.0,5.0,1.0,Education and Child Studies: Leerproblemen (Master 2022-2023) - Prospectus - Universiteit Leiden,0.134637435432839, Yes, Yes,0.0394207970553828,yes,yes,4.0,2.0,2.0,1.0,1.0,1.0
263,44,Education Child Studies,Master,Knowledge of Mathematics,0.0,5.0,1.0,Education and Child Studies: Leerproblemen (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0498527042017431, Yes, Maybe,,yes,maybe,2.0,2.0,1.0,1.0,2.0,1.0
264,45,Education Child Studies,Master,Measurement and Metrology,0.0,5.0,1.0,Education and Child Studies: Leerproblemen (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0625314623042038, No, No,,no,no,1.0,1.0,0.5,0.5,1.0,0.5
265,46,Education Child Studies,Master,Scientific Reasoning,1.0,5.0,1.0,Education and Child Studies: Leerproblemen (Master 2022-2023) - Prospectus - Universiteit Leiden,0.1168725027559625, Yes, Yes,0.0685668594320624,yes,yes,4.0,2.0,2.0,2.0,2.0,2.0
266,47,Education Child Studies,Master,Cognitive Development,1.0,5.0,1.0,Education and Child Studies: Learning problems and impairments (International track) (Master 2022-2023) - Prospectus - Universiteit Leiden,0.1272643221997711, Yes, Yes,0.0846945303648286,yes,yes,4.0,2.0,2.0,2.0,2.0,2.0
267,48,Education Child Studies,Master,Educational Psychology,1.0,5.0,1.0,Education and Child Studies: Learning problems and impairments (International track) (Master 2022-2023) - Prospectus - Universiteit Leiden,0.1272643221997711, Yes, Yes,0.0796821627045308,yes,yes,4.0,2.0,2.0,2.0,2.0,2.0
268,49,Education Child Studies,Master,Performance Management,0.0,5.0,1.0,Education and Child Studies: Learning problems and impairments (International track) (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0802963949810802, No, Maybe,0.0743325677803731,no,maybe,0.5,1.0,0.5,0.5,1.0,0.5
269,0,Bio Pharmaceutical Sciences,Master,Scientific Literature,1.0,168.0,11.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0484297835586956, Yes, Yes,0.0785554064889852,yes,yes,44.0,22.0,11.0,11.0,22.0,11.0
270,1,Bio Pharmaceutical Sciences,Master,Drug Discovery,1.0,168.0,8.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0776262902348414, Yes, Yes,0.0785554064889852,yes,yes,32.0,16.0,8.0,8.0,16.0,8.0
271,2,Bio Pharmaceutical Sciences,Master,Scientific Studies,1.0,168.0,7.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.045731904782163, Yes, Yes,0.0785554064889852,yes,yes,28.0,14.0,7.0,7.0,14.0,7.0
272,3,Bio Pharmaceutical Sciences,Master,Pharmaceutical Development,1.0,168.0,7.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0901503515001365, Yes, Yes,0.0724620429005232,yes,yes,28.0,14.0,7.0,7.0,14.0,7.0
273,4,Bio Pharmaceutical Sciences,Master,Execution of Experiments,1.0,168.0,7.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0440894750371037, Yes, Yes,,yes,yes,28.0,14.0,7.0,7.0,14.0,7.0
274,5,Bio Pharmaceutical Sciences,Master,Clinical Works,1.0,168.0,5.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0718852371816915, No, Yes,0.0785554064889852,no,yes,10.0,1.0,0.5,0.5,1.0,0.5
275,6,Bio Pharmaceutical Sciences,Master,Biology,1.0,168.0,4.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.042802362172642, Yes, Yes,0.0493551484813536,yes,yes,16.0,8.0,4.0,2.0,4.0,2.0
276,7,Bio Pharmaceutical Sciences,Master,Data Analysis,1.0,168.0,3.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0438264249677308, No, Yes.,0.0785554064889852,no,yes,6.0,1.0,0.5,0.5,1.0,0.5
277,8,Bio Pharmaceutical Sciences,Master,Knowledge of Immunization,1.0,168.0,3.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0963961398361606, Yes, Yes,,yes,yes,12.0,6.0,3.0,3.0,6.0,3.0
278,9,Bio Pharmaceutical Sciences,Master,Oncology,1.0,168.0,3.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0787337359139768, No, Yes,,no,yes,6.0,1.0,0.5,0.5,1.0,0.5
279,10,Bio Pharmaceutical Sciences,Master,Pharmaceuticals,1.0,168.0,3.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0852073325822834, Yes, Yes,,yes,yes,12.0,6.0,3.0,3.0,6.0,3.0
280,11,Bio Pharmaceutical Sciences,Master,Academic Writing,1.0,168.0,2.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0490732224320548, No, Yes,0.0785554064889852,no,yes,4.0,1.0,0.5,0.5,1.0,0.5
281,12,Bio Pharmaceutical Sciences,Master,Entrepreneurship,0.0,168.0,2.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0514729578353129, No, Maybe,0.0493551484813536,no,maybe,1.0,1.0,0.5,0.25,0.5,0.25
282,13,Bio Pharmaceutical Sciences,Master,Risk Analysis,0.0,168.0,2.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0580822003923172, No, Maybe,0.0785554064889852,no,maybe,1.0,1.0,0.5,0.5,1.0,0.5
283,14,Bio Pharmaceutical Sciences,Master,Safety Principles,1.0,168.0,2.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0628064815777527, Yes, Yes,0.0785554064889852,yes,yes,8.0,4.0,2.0,2.0,4.0,2.0
284,15,Bio Pharmaceutical Sciences,Master,Applied Research,1.0,168.0,2.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0837641156236572, Yes, Yes,0.0992560768818689,yes,yes,8.0,4.0,2.0,2.0,4.0,2.0
285,16,Bio Pharmaceutical Sciences,Master,Research Experiences,1.0,168.0,2.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0687064170163764, Yes, Yes,0.1280075292280492,yes,yes,8.0,4.0,2.0,4.0,8.0,4.0
286,17,Bio Pharmaceutical Sciences,Master,Spelling and Grammar,0.0,168.0,2.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0633943087043468, No, No,,no,no,1.0,1.0,0.5,0.5,1.0,0.5
287,18,Bio Pharmaceutical Sciences,Master,Databases,0.0,168.0,2.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0463055660118458, No, Maybe,0.0493551484813536,no,maybe,1.0,1.0,0.5,0.25,0.5,0.25
288,19,Bio Pharmaceutical Sciences,Master,Machine Learning,0.0,168.0,2.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0494015833491333, No, Maybe,0.0785554064889852,no,maybe,1.0,1.0,0.5,0.5,1.0,0.5
289,20,Bio Pharmaceutical Sciences,Master,Immunology,1.0,168.0,2.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0963961398361606, Yes, Yes,0.0493551484813536,yes,yes,8.0,4.0,2.0,1.0,2.0,1.0
290,21,Bio Pharmaceutical Sciences,Master,Biomedical Engineering,0.0,168.0,2.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0652502447151381, No, Maybe,0.0785554064889852,no,maybe,1.0,1.0,0.5,0.5,1.0,0.5
291,22,Bio Pharmaceutical Sciences,Master,Mass Spectrometry,0.0,168.0,2.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0920558313145687, Yes, Yes,0.0785554064889852,yes,yes,8.0,4.0,2.0,2.0,4.0,2.0
292,23,Bio Pharmaceutical Sciences,Master,Pharmaceutical Sciences,1.0,168.0,2.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.1182091637140972, Yes, Yes,0.0724620429005232,yes,yes,8.0,4.0,4.0,4.0,4.0,4.0
293,24,Bio Pharmaceutical Sciences,Master,Protein,0.0,168.0,2.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0837641156236572, Yes, Yes,0.0493551484813536,yes,yes,8.0,4.0,2.0,1.0,2.0,1.0
294,25,Bio Pharmaceutical Sciences,Master,Artificial Intelligence,0.0,168.0,2.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.044896528225002, No, Maybe,0.0785554064889852,no,maybe,1.0,1.0,0.5,0.5,1.0,0.5
295,26,Bio Pharmaceutical Sciences,Master,Computer Simulation,0.0,168.0,2.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0580822003923172, No, Maybe,0.0785554064889852,no,maybe,1.0,1.0,0.5,0.5,1.0,0.5
296,27,Bio Pharmaceutical Sciences,Master,Innovation,0.0,168.0,2.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0404197964701334, Yes, Maybe,0.0493551484813536,yes,maybe,4.0,4.0,2.0,1.0,2.0,1.0
297,28,Bio Pharmaceutical Sciences,Master,Pharmacology,1.0,168.0,2.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0702428074366322, Yes, Yes,0.0493551484813536,yes,yes,8.0,4.0,2.0,1.0,2.0,1.0
298,29,Bio Pharmaceutical Sciences,Master,Simulations,0.0,168.0,2.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0468933931384399, No, Maybe,0.0493551484813536,no,maybe,1.0,1.0,0.5,0.25,0.5,0.25
299,30,Bio Pharmaceutical Sciences,Master,Project Management,0.0,168.0,1.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.051836412056293, No, Maybe,0.0785554064889852,no,maybe,0.5,1.0,0.5,0.5,1.0,0.5
300,31,Bio Pharmaceutical Sciences,Master,Biosafety,1.0,168.0,1.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.1182091637140972, Yes, Yes,0.0493551484813536,yes,yes,4.0,2.0,2.0,1.0,1.0,1.0
301,32,Bio Pharmaceutical Sciences,Master,Laboratory Techniques,1.0,168.0,1.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0710498606245305, Yes, Yes,0.0978567512853512,yes,yes,4.0,2.0,1.0,1.0,2.0,1.0
302,33,Bio Pharmaceutical Sciences,Master,Manufacturing Laboratory,0.0,168.0,1.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0920558313145687, No, Yes,0.0785554064889852,no,yes,2.0,1.0,0.5,0.5,1.0,0.5
303,34,Bio Pharmaceutical Sciences,Master,Health Research,1.0,168.0,1.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.1085567468804756, No, Yes,0.0992560768818689,no,yes,2.0,1.0,1.0,1.0,1.0,1.0
304,35,Bio Pharmaceutical Sciences,Master,Modelling Skills,0.0,168.0,1.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0633943087043468, Yes, Maybe,0.0785554064889852,yes,maybe,2.0,2.0,1.0,1.0,2.0,1.0
305,36,Bio Pharmaceutical Sciences,Master,Knowledge of Cardiovascular Disease,1.0,168.0,1.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.1085567468804756, Yes, Yes,,yes,yes,4.0,2.0,2.0,2.0,2.0,2.0
306,37,Bio Pharmaceutical Sciences,Master,Metabolism,1.0,168.0,1.0,Bio-Pharmaceutical Sciences: Systems Biomedicine and Pharmacology (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0798952242702537, Yes, Yes,0.0493551484813536,yes,yes,4.0,2.0,1.0,0.5,1.0,0.5
